TU4R030DATAKEY000000001POSNYC1SH0103501NYY020305                 NM01057ALICE               MARIE          ANDERSON       AD01059100 MAIN ST                   NEW YORK       NY10001EM01047user@example.com                        AD01059PO BOX 9000                   SAN FRANCISCO  CA94105TR01050A1111111  ABCBANK 2000 4000TXNREF0001      TR01050A2222222  ABCBANK 2100 4100TXNREF0002      TR01050A3333333  ABCBANK 2200 4200TXNREF0003      SC01034+340020103                 SC01034+740022103                 CL01067PUBL  ABC. 20250709 I                                       ENDS010013
TU4R030DATAKEY000000002POSNYC1SH0103501NYY020305                 NM01057BOB                 R              SMITH          AD01059100 MAIN ST                   NEW YORK       NY10001EM01047user@example.com                        AD01059PO BOX 9000                   SAN FRANCISCO  CA94105TR01050A1111111  ABCBANK 2000 4000TXNREF0001      TR01050A2222222  ABCBANK 2100 4100TXNREF0002      TR01050A3333333  ABCBANK 2200 4200TXNREF0003      SC01034+340020103                 SC01034+740022103                 CL01067PUBL  ABC. 20250709 I                                       ENDS010013
TU4R030DATAKEY000000003POSNYC1SH0103501NYY020305                 NM01057ALICE               MARIE          ANDERSON       AD01059100 MAIN ST                   NEW YORK       NY10001EM01047user@example.com                        AD01059PO BOX 9000                   SAN FRANCISCO  CA94105TR01050A1111111  ABCBANK 2000 4000TXNREF0001      TR01050A2222222  ABCBANK 2100 4100TXNREF0002      TR01050A3333333  ABCBANK 2200 4200TXNREF0003      SC01034+340020103                 SC01034+740022103                 CL01067PUBL  ABC. 20250709 I                                       ENDS010013
TU4R030DATAKEY000000004POSNYC1SH0103501NYY020305                 NM01057CAROL               L              DAVIS          AD01059100 MAIN ST                   NEW YORK       NY10001EM01047user@example.com                        AD01059PO BOX 9000                   SAN FRANCISCO  CA94105TR01050A1111111  ABCBANK 2000 4000TXNREF0001      TR01050A2222222  ABCBANK 2100 4100TXNREF0002      TR01050A3333333  ABCBANK 2200 4200TXNREF0003      SC01034+340020103                 SC01034+740022103                 CL01067PUBL  ABC. 20250709 I                                       ENDS010013
TU4R030DATAKEY000000005POSNYC1SH0103501NYY020305                 NM01057DAVID               J              WILSON         AD01059100 MAIN ST                   NEW YORK       NY10001EM01047user@example.com                        AD01059PO BOX 9000                   SAN FRANCISCO  CA94105TR01050A1111111  ABCBANK 2000 4000TXNREF0001      TR01050A2222222  ABCBANK 2100 4100TXNREF0002      TR01050A3333333  ABCBANK 2200 4200TXNREF0003      TR01050A4444444  ABCBANK 2300 4300TXNREF0004      SC01034+340020103                 SC01034+740022103                 CL01067PUBL  ABC. 20250709 I                                       ENDS010014
TU4R030DATAKEY000000006POSNYC1SH0103501NYY020305                 NM01057EVELYN              K              MARTINEZ       AD01059100 MAIN ST                   NEW YORK       NY10001EM01047user@example.com                        AD01059PO BOX 9000                   SAN FRANCISCO  CA94105TR01050A1111111  ABCBANK 2000 4000TXNREF0001      TR01050A2222222  ABCBANK 2100 4100TXNREF0002      TR01050A3333333  ABCBANK 2200 4200TXNREF0003      SC01034+340020103                 SC01034+740022103                 CL01067PUBL  ABC. 20250709 I                                       ENDS010013
TU4R030DATAKEY000000008POSNYC1SH0103501NYY020305                 NM01057GRACE               E              LEE            AD01059100 MAIN ST                   NEW YORK       NY10001EM01047user@example.com                        AD01059PO BOX 9000                   SAN FRANCISCO  CA94105TR01050A1111111  ABCBANK 2000 4000TXNREF0001      TR01050A2222222  ABCBANK 2100 4100TXNREF0002      TR01050A3333333  ABCBANK 2200 4200TXNREF0003      SC01034+340020103                 SC01034+740022103                 CL01067PUBL  ABC. 20250709 I                                       ENDS010013
TU4R030DATAKEY000000008POSNYC1SH0103501NYY020305                 NM01057GRACE               E              LEE            AD01059100 MAIN ST                   NEW YORK       NY10001EM01047user@example.com                        AD01059PO BOX 9000                   SAN FRANCISCO  CA94105TR01050A1111111  ABCBANK 2000 4000TXNREF0001      TR01050A2222222  ABCBANK 2100 4100TXNREF0002      TR01050A3333333  ABCBANK 2200 4200TXNREF0003      SC01034+340020103                 SC01034+740022103                 CL01067PUBL  ABC. 20250709 I                                       ENDS010013
TU4R030DATAKEY000000010POSNYC1SH0103501NYY020305                 NM01057IRENE               S              TAYLOR         AD01059100 MAIN ST                   NEW YORK       NY10001EM01047user@example.com                        AD01059PO BOX 9000                   SAN FRANCISCO  CA94105TR01050A1111111  ABCBANK 2000 4000TXNREF0001      TR01050A2222222  ABCBANK 2100 4100TXNREF0002      TR01050A3333333  ABCBANK 2200 4200TXNREF0003      SC01034+340020103                 SC01034+740022103                 CL01067PUBL  ABC. 20250101 I                                       ENDS010013
TU4R030DATAKEY000000011POSNYC1SH0103501NYY020305                 NM01057JAMES               T              MOORE          AD01059100 MAIN ST                   NEW YORK       NY10001EM01047user@example.com                        AD01059PO BOX 9000                   SAN FRANCISCO  CA94105TR01050A1111111  ABCBANK 2000 4000TXNREF0001      TR01050A2222222  ABCBANK 2100 4100TXNREF0002      TR01050A3333333  ABCBANK 2200 4200TXNREF0003      SC01034+340020103                 SC01034+740022103                 CL01067PUBL  ABC. 20250709 I                                       ENDS010013
